"anio","pais","iso3","pib_per_capita_ppa_porcentaje_eeuu"
2016,"Alemania","DEU",84.295010845987
2017,"Alemania","DEU",84.4689288633094
2018,"Alemania","DEU",83.4514071585742
2019,"Alemania","DEU",82.6500342844606
2020,"Alemania","DEU",82.3548101280454
2021,"Alemania","DEU",80.4175445990033
2022,"Alemania","DEU",79.9295182968358
1900,"Dinamarca","DNK",59.8315073090737
1901,"Dinamarca","DNK",56.4172758546647
1902,"Dinamarca","DNK",57.6562476250048
1903,"Dinamarca","DNK",58.6488748676374
1904,"Dinamarca","DNK",61.1981654308993
1905,"Dinamarca","DNK",58.467337884423
1906,"Dinamarca","DNK",54.3380631930332
1907,"Dinamarca","DNK",55.8461929317633
1908,"Dinamarca","DNK",63.0794907835594
1909,"Dinamarca","DNK",59.2664826208447
1910,"Dinamarca","DNK",61.2860139165028
1911,"Dinamarca","DNK",63.1478011469688
1912,"Dinamarca","DNK",60.9027130074045
1913,"Dinamarca","DNK",61.6938946770692
1914,"Dinamarca","DNK",72.0177233020264
1915,"Dinamarca","DNK",65.7123945607477
1916,"Dinamarca","DNK",60.6711596827053
1917,"Dinamarca","DNK",59.0127338465088
1918,"Dinamarca","DNK",52.6581890991161
1919,"Dinamarca","DNK",58.8816208657787
1920,"Dinamarca","DNK",62.6715816220926
1921,"Dinamarca","DNK",63.0395383987841
1922,"Dinamarca","DNK",66.345543466511
1923,"Dinamarca","DNK",65.6385196718166
1924,"Dinamarca","DNK",64.8709103104173
1925,"Dinamarca","DNK",62.584239241298
1926,"Dinamarca","DNK",62.9219275280442
1927,"Dinamarca","DNK",64.3838346975731
1928,"Dinamarca","DNK",66.6051355247504
1929,"Dinamarca","DNK",67.6663940941706
1930,"Dinamarca","DNK",79.5980763696132
1931,"Dinamarca","DNK",86.0138101524158
1932,"Dinamarca","DNK",98.3115052469361
1933,"Dinamarca","DNK",104.793299235343
1934,"Dinamarca","DNK",99.352818111327
1935,"Dinamarca","DNK",90.2297860996307
1936,"Dinamarca","DNK",84.0839289758235
1937,"Dinamarca","DNK",79.9904457817219
1938,"Dinamarca","DNK",87.2590105179294
1939,"Dinamarca","DNK",85.5126381967815
1940,"Dinamarca","DNK",67.9294906798225
1941,"Dinamarca","DNK",53.7946132066078
1942,"Dinamarca","DNK",49.6238661820828
1943,"Dinamarca","DNK",50.447914754211
1944,"Dinamarca","DNK",51.9726452282684
1945,"Dinamarca","DNK",49.0060666441389
1946,"Dinamarca","DNK",62.1219148365187
1947,"Dinamarca","DNK",67.2184486466128
1948,"Dinamarca","DNK",66.3488936357685
1949,"Dinamarca","DNK",72.9114541774297
1950,"Dinamarca","DNK",72.6181102362205
1951,"Dinamarca","DNK",68.5643410852713
1952,"Dinamarca","DNK",67.4166869374848
1953,"Dinamarca","DNK",68.7060353490572
1954,"Dinamarca","DNK",71.1543120155039
1955,"Dinamarca","DNK",67.8641335636154
1956,"Dinamarca","DNK",68.1611772144623
1957,"Dinamarca","DNK",72.9403653912444
1958,"Dinamarca","DNK",76.1418623864039
1959,"Dinamarca","DNK",76.9106145251397
1960,"Dinamarca","DNK",77.7870078086061
1961,"Dinamarca","DNK",81.6671251719395
1962,"Dinamarca","DNK",81.877107925801
1963,"Dinamarca","DNK",79.4967715486318
1964,"Dinamarca","DNK",82.671905697446
1965,"Dinamarca","DNK",81.6222533894343
1966,"Dinamarca","DNK",78.9604509742998
1967,"Dinamarca","DNK",79.8091235443481
1968,"Dinamarca","DNK",79.6420581655481
1969,"Dinamarca","DNK",82.5542467451953
1970,"Dinamarca","DNK",84.40186993906
1971,"Dinamarca","DNK",84.5166844305977
1972,"Dinamarca","DNK",84.9098921854096
1973,"Dinamarca","DNK",83.5576272460717
1974,"Dinamarca","DNK",83.3865936239823
1975,"Dinamarca","DNK",83.6492525812914
1976,"Dinamarca","DNK",85.2206371498263
1977,"Dinamarca","DNK",83.4255919431449
1978,"Dinamarca","DNK",80.6938468892986
1979,"Dinamarca","DNK",81.5018865404521
1980,"Dinamarca","DNK",81.9695383472358
1981,"Dinamarca","DNK",80.060553633218
1982,"Dinamarca","DNK",84.9263950701814
1983,"Dinamarca","DNK",84.3888852045892
1984,"Dinamarca","DNK",82.8688115725153
1985,"Dinamarca","DNK",83.9112133967235
1986,"Dinamarca","DNK",84.7296898079764
1987,"Dinamarca","DNK",82.7181111431039
1988,"Dinamarca","DNK",80.9999163483256
1989,"Dinamarca","DNK",79.192512787028
1990,"Dinamarca","DNK",79.530582445514
1991,"Dinamarca","DNK",82.0411429673731
1992,"Dinamarca","DNK",82.0980875947401
1993,"Dinamarca","DNK",81.1660274180109
1994,"Dinamarca","DNK",83.3846027330453
1995,"Dinamarca","DNK",84.6804056183689
1996,"Dinamarca","DNK",84.9371587670788
1997,"Dinamarca","DNK",85.0833924292769
1998,"Dinamarca","DNK",84.4181592210348
1999,"Dinamarca","DNK",84.1788217727116
2000,"Dinamarca","DNK",85.0385247076056
2001,"Dinamarca","DNK",85.9363035803268
2002,"Dinamarca","DNK",85.8278548642143
2003,"Dinamarca","DNK",84.7855026992813
2004,"Dinamarca","DNK",84.9170041783795
2005,"Dinamarca","DNK",85.1169737551487
2006,"Dinamarca","DNK",87.1966820062498
2007,"Dinamarca","DNK",87.3869236313768
2008,"Dinamarca","DNK",88.0074427766752
2009,"Dinamarca","DNK",86.8681630695749
2010,"Dinamarca","DNK",87.142449235179
2011,"Dinamarca","DNK",87.7201811776548
2012,"Dinamarca","DNK",86.3396436083661
2013,"Dinamarca","DNK",85.9819515168197
2014,"Dinamarca","DNK",85.6321616599566
2015,"Dinamarca","DNK",84.8719362628587
2016,"Dinamarca","DNK",84.5722908610771
2017,"Dinamarca","DNK",84.1648456954522
2018,"Dinamarca","DNK",83.6948810382936
2019,"Dinamarca","DNK",83.0678828477261
2020,"Dinamarca","DNK",83.8096437887624
2021,"Dinamarca","DNK",84.5389401965397
2022,"Dinamarca","DNK",84.918782090506
1900,"Ecuador","ECU",13.6608432159207
1901,"Ecuador","ECU",12.7816827471866
1902,"Ecuador","ECU",13.1617916986979
1903,"Ecuador","ECU",13.0293553052627
1904,"Ecuador","ECU",13.7239944732816
1905,"Ecuador","ECU",13.2984963161082
1906,"Ecuador","ECU",12.3946494873284
1907,"Ecuador","ECU",12.6726739764178
1908,"Ecuador","ECU",14.4719637103221
1909,"Ecuador","ECU",13.6454774003908
1910,"Ecuador","ECU",14.3097550272363
1911,"Ecuador","ECU",14.585211065175
1912,"Ecuador","ECU",14.6543394366072
1913,"Ecuador","ECU",14.8991349236155
1914,"Ecuador","ECU",16.8968463921866
1915,"Ecuador","ECU",17.0991900160564
1916,"Ecuador","ECU",15.4857216668369
1917,"Ecuador","ECU",16.3679724927264
1918,"Ecuador","ECU",15.4231003618195
1919,"Ecuador","ECU",15.7610969552962
1920,"Ecuador","ECU",16.5469522434568
1921,"Ecuador","ECU",17.5299323043676
1922,"Ecuador","ECU",17.1233641773227
1923,"Ecuador","ECU",15.6351008052724
1924,"Ecuador","ECU",15.7189279762981
1925,"Ecuador","ECU",15.8299200717814
1926,"Ecuador","ECU",15.3162394201161
1927,"Ecuador","ECU",15.9203663979454
1928,"Ecuador","ECU",16.5224749459588
1929,"Ecuador","ECU",16.295479749715
1930,"Ecuador","ECU",18.4105030390894
1931,"Ecuador","ECU",19.4240973757914
1932,"Ecuador","ECU",22.5523419003167
1933,"Ecuador","ECU",23.4834403076592
1934,"Ecuador","ECU",21.806622486402
1935,"Ecuador","ECU",19.5231019723299
1936,"Ecuador","ECU",18.0544830616555
1937,"Ecuador","ECU",17.0604968479666
1938,"Ecuador","ECU",18.5063203580758
1939,"Ecuador","ECU",17.6073860916015
1940,"Ecuador","ECU",17.0760828808873
1941,"Ecuador","ECU",14.8744946131561
1942,"Ecuador","ECU",13.8266254059306
1943,"Ecuador","ECU",14.0745756983775
1944,"Ecuador","ECU",13.1181662545601
1945,"Ecuador","ECU",13.2422585037165
1946,"Ecuador","ECU",16.063453434595
1947,"Ecuador","ECU",17.9645147058671
1948,"Ecuador","ECU",19.3019899243173
1949,"Ecuador","ECU",19.8285908133963
1950,"Ecuador","ECU",19.488188976378
1951,"Ecuador","ECU",18.1395348837209
1952,"Ecuador","ECU",19.4721478958891
1953,"Ecuador","ECU",18.8272152272862
1954,"Ecuador","ECU",20.3003875968992
1955,"Ecuador","ECU",19.2803684513529
1956,"Ecuador","ECU",19.4343852388343
1957,"Ecuador","ECU",19.7460645754338
1958,"Ecuador","ECU",20.3056768558952
1959,"Ecuador","ECU",19.6871508379888
1960,"Ecuador","ECU",20.2082294954865
1961,"Ecuador","ECU",19.9889958734525
1962,"Ecuador","ECU",19.5826306913997
1963,"Ecuador","ECU",18.9504970790202
1964,"Ecuador","ECU",18.8752455795678
1965,"Ecuador","ECU",19.1210846189808
1966,"Ecuador","ECU",18.0833592258866
1967,"Ecuador","ECU",18.2251991944663
1968,"Ecuador","ECU",17.9983960153645
1969,"Ecuador","ECU",18.0450506302955
1970,"Ecuador","ECU",18.9289590116036
1971,"Ecuador","ECU",19.0948593916537
1972,"Ecuador","ECU",18.8911623514598
1973,"Ecuador","ECU",19.7128035486054
1974,"Ecuador","ECU",20.5128205128205
1975,"Ecuador","ECU",21.2436430883033
1976,"Ecuador","ECU",21.7200088698352
1977,"Ecuador","ECU",21.6885111246027
1978,"Ecuador","ECU",21.5597896605887
1979,"Ecuador","ECU",21.6100704531036
1980,"Ecuador","ECU",22.2282259970957
1981,"Ecuador","ECU",22.1719457013575
1982,"Ecuador","ECU",22.4512153372133
1983,"Ecuador","ECU",20.730817693481
1984,"Ecuador","ECU",19.7530864197531
1985,"Ecuador","ECU",19.4803621718196
1986,"Ecuador","ECU",19.0605612998523
1987,"Ecuador","ECU",16.9680391592283
1988,"Ecuador","ECU",17.7257898112261
1989,"Ecuador","ECU",16.8870388507999
1990,"Ecuador","ECU",16.8216970418041
1991,"Ecuador","ECU",17.8623969122138
1992,"Ecuador","ECU",18.0328152919996
1993,"Ecuador","ECU",17.9287693987999
1994,"Ecuador","ECU",17.8834751358978
1995,"Ecuador","ECU",17.7330403422188
1996,"Ecuador","ECU",17.3055376518011
1997,"Ecuador","ECU",17.2115083627318
1998,"Ecuador","ECU",16.9647122243068
1999,"Ecuador","ECU",15.4451184521943
2000,"Ecuador","ECU",15.0550759309725
2001,"Ecuador","ECU",15.5438174119579
2002,"Ecuador","ECU",15.9072756769054
2003,"Ecuador","ECU",15.8371947209979
2004,"Ecuador","ECU",16.4126103374712
2005,"Ecuador","ECU",16.6283704898108
2006,"Ecuador","ECU",16.8777647567007
2007,"Ecuador","ECU",16.9612740185868
2008,"Ecuador","ECU",18.1078797446446
2009,"Ecuador","ECU",18.7426639220837
2010,"Ecuador","ECU",18.9320005150326
2011,"Ecuador","ECU",20.1006542526422
2012,"Ecuador","ECU",20.6334087391356
2013,"Ecuador","ECU",21.154866995655
2014,"Ecuador","ECU",21.3611025085166
2015,"Ecuador","ECU",20.7354870605237
2016,"Ecuador","ECU",19.8566443459398
2017,"Ecuador","ECU",19.6958273916318
2018,"Ecuador","ECU",19.2263037050439
2019,"Ecuador","ECU",18.6174200100864
2020,"Ecuador","ECU",17.5552212640734
2021,"Ecuador","ECU",17.0866643024683
2022,"Ecuador","ECU",17.0582679098834
1900,"España","ESP",33.2936397502768
1901,"España","ESP",32.8948748667558
1902,"España","ESP",31.55145166617
1903,"España","ESP",30.3421810671053
1904,"España","ESP",30.7029649276107
1905,"España","ESP",28.7458016000295
1906,"España","ESP",27.8052969501507
1907,"España","ESP",28.4205567052414
1908,"España","ESP",32.4978584626709
1909,"España","ESP",30.3935913974299
1910,"España","ESP",29.2940090223988
1911,"España","ESP",31.0911506297779
1912,"España","ESP",29.2184674813338
1913,"España","ESP",30.3423949606432
1914,"España","ESP",32.5624326699133
1915,"España","ESP",32.4415391944708
1916,"España","ESP",30.0910169596906
1917,"España","ESP",30.8524509650264
1918,"España","ESP",28.4491739800992
1919,"España","ESP",28.9384075244783
1920,"España","ESP",31.9513768320083
1921,"España","ESP",34.3363414593803
1922,"España","ESP",34.2367380604929
1923,"España","ESP",31.008261735702
1924,"España","ESP",31.6176035566705
1925,"España","ESP",33.4087548257144
1926,"España","ESP",31.3364763920537
1927,"España","ESP",34.3293739485107
1928,"España","ESP",34.1190854195883
1929,"España","ESP",34.9081298745177
1930,"España","ESP",36.6807533886988
1931,"España","ESP",38.1332590783421
1932,"España","ESP",46.0115504590588
1933,"España","ESP",45.8486215530489
1934,"España","ESP",43.6478586592904
1935,"España","ESP",39.3147757178242
1936,"España","ESP",27.2141998350741
1937,"España","ESP",23.4969167797111
1938,"España","ESP",25.0424335030225
1939,"España","ESP",25.824763027082
1940,"España","ESP",26.4054549914209
1941,"España","ESP",23.5439049159629
1942,"España","ESP",22.8246919395567
1943,"España","ESP",22.1243108919604
1944,"España","ESP",21.6243852698489
1945,"España","ESP",20.3731722259287
1946,"España","ESP",23.4306483739389
1947,"España","ESP",24.5466122760448
1948,"España","ESP",23.6048948511869
1949,"España","ESP",24.1958115254054
1950,"España","ESP",22.7296587926509
1951,"España","ESP",23.5038759689922
1952,"España","ESP",24.9635125273656
1953,"España","ESP",24.0349943843471
1954,"España","ESP",26.2112403100775
1955,"España","ESP",25.5728267127231
1956,"España","ESP",27.4127723170662
1957,"España","ESP",28.1512122256693
1958,"España","ESP",30.544081199103
1959,"España","ESP",28.4078212290503
1960,"España","ESP",27.8949991692972
1961,"España","ESP",30.7400275103164
1962,"España","ESP",32.056281618887
1963,"España","ESP",34.0217279901609
1964,"España","ESP",34.1110019646365
1965,"España","ESP",34.6891070593735
1966,"España","ESP",34.981579297794
1967,"España","ESP",35.964451449085
1968,"España","ESP",36.3260309822295
1969,"España","ESP",38.4666253358132
1970,"España","ESP",39.6986392854161
1971,"España","ESP",40.5591538903009
1972,"España","ESP",42.4805225466278
1973,"España","ESP",43.748590331554
1974,"España","ESP",47.1277486114281
1975,"España","ESP",48.6245954692557
1976,"España","ESP",48.2408160248355
1977,"España","ESP",47.6482982750616
1978,"España","ESP",46.346377108516
1979,"España","ESP",45.680991018064
1980,"España","ESP",47.3067441153625
1981,"España","ESP",46.2303699760447
1982,"España","ESP",48.0828483396097
1983,"España","ESP",47.2080376682804
1984,"España","ESP",44.6065594213742
1985,"España","ESP",44.4841474124095
1986,"España","ESP",45.01329394387
1987,"España","ESP",46.8413475381515
1988,"España","ESP",48.1610573571648
1989,"España","ESP",49.9483077592774
1990,"España","ESP",51.9577091558055
1991,"España","ESP",54.7336628712051
1992,"España","ESP",54.589163535602
1993,"España","ESP",53.1136764610596
1994,"España","ESP",53.2733920812184
1995,"España","ESP",54.6376112828192
1996,"España","ESP",54.8962052664367
1997,"España","ESP",55.3982160965232
1998,"España","ESP",56.3810223287026
1999,"España","ESP",57.3170010888392
2000,"España","ESP",58.8296720735981
2001,"España","ESP",61.3661188271909
2002,"España","ESP",62.1474492350555
2003,"España","ESP",62.2839557936748
2004,"España","ESP",62.0466214734338
2005,"España","ESP",62.2006856001999
2006,"España","ESP",63.1957060208945
2007,"España","ESP",64.3110236947059
2008,"España","ESP",65.3283710435123
2009,"España","ESP",65.3617610544844
2010,"España","ESP",64.518761712099
2011,"España","ESP",63.6134876698541
2012,"España","ESP",60.9179664245744
2013,"España","ESP",59.5324695751332
2014,"España","ESP",59.6527562712914
2015,"España","ESP",60.5559886672625
2016,"España","ESP",56.7952466283127
2017,"España","ESP",57.2290240236618
2018,"España","ESP",56.9199752918319
2019,"España","ESP",56.5554092233575
2020,"España","ESP",51.8220188458152
2021,"España","ESP",52.2366964723991
2022,"España","ESP",54.009360026218
1900,"Finlandia","FIN",33.0821330702489
1901,"Finlandia","FIN",29.7365107980933
1902,"Finlandia","FIN",29.2023654837252
1903,"Finlandia","FIN",30.0513971718806
1904,"Finlandia","FIN",31.8456692613827
1905,"Finlandia","FIN",30.4451148143714
1906,"Finlandia","FIN",28.6569907306058
1907,"Finlandia","FIN",29.37527837674
1908,"Finlandia","FIN",32.4755767633479
1909,"Finlandia","FIN",30.6487424333385
1910,"Finlandia","FIN",31.525044070155
1911,"Finlandia","FIN",31.7485122552506
1912,"Finlandia","FIN",32.3057017812483
1913,"Finlandia","FIN",33.2905637569496
1914,"Finlandia","FIN",35.0689264743496
1915,"Finlandia","FIN",32.7361646765598
1916,"Finlandia","FIN",29.5138485589684
1917,"Finlandia","FIN",25.7956789754037
1918,"Finlandia","FIN",20.8569976409992
1919,"Finlandia","FIN",25.292397846295
1920,"Finlandia","FIN",28.9768651787202
1921,"Finlandia","FIN",31.0391431073206
1922,"Finlandia","FIN",32.7681648200807
1923,"Finlandia","FIN",31.4869794380009
1924,"Finlandia","FIN",31.8602628221709
1925,"Finlandia","FIN",33.2831917203291
1926,"Finlandia","FIN",32.7358861596988
1927,"Finlandia","FIN",35.343907101321
1928,"Finlandia","FIN",37.6820715601545
1929,"Finlandia","FIN",36.229837164279
1930,"Finlandia","FIN",39.7382620193652
1931,"Finlandia","FIN",41.4259909818589
1932,"Finlandia","FIN",48.5054337697288
1933,"Finlandia","FIN",53.5149086799409
1934,"Finlandia","FIN",54.9549962448323
1935,"Finlandia","FIN",50.9253400653897
1936,"Finlandia","FIN",49.4605780729945
1937,"Finlandia","FIN",48.560884904565
1938,"Finlandia","FIN",54.3504408462791
1939,"Finlandia","FIN",48.6239558970917
1940,"Finlandia","FIN",42.7568455744364
1941,"Finlandia","FIN",39.0676830241378
1942,"Finlandia","FIN",35.6627405290127
1943,"Finlandia","FIN",36.7160135416285
1944,"Finlandia","FIN",34.5543087799489
1945,"Finlandia","FIN",33.3726762199529
1946,"Finlandia","FIN",39.6087925722416
1947,"Finlandia","FIN",41.4001359907673
1948,"Finlandia","FIN",42.8050810311776
1949,"Finlandia","FIN",46.5179444872714
1950,"Finlandia","FIN",44.4816272965879
1951,"Finlandia","FIN",45.184496124031
1952,"Finlandia","FIN",45.3052785210411
1953,"Finlandia","FIN",43.8316486374653
1954,"Finlandia","FIN",48.2860949612403
1955,"Finlandia","FIN",47.6914219919401
1956,"Finlandia","FIN",48.5141116284417
1957,"Finlandia","FIN",50.2757669769045
1958,"Finlandia","FIN",51.4870765962469
1959,"Finlandia","FIN",51.2402234636872
1960,"Finlandia","FIN",54.9980616935261
1961,"Finlandia","FIN",58.3933975240715
1962,"Finlandia","FIN",57.2776138279933
1963,"Finlandia","FIN",57.1282156400533
1964,"Finlandia","FIN",57.2053045186641
1965,"Finlandia","FIN",57.1575502571295
1966,"Finlandia","FIN",55.3553198100226
1967,"Finlandia","FIN",55.4548638472988
1968,"Finlandia","FIN",54.4510573635558
1969,"Finlandia","FIN",58.4872907625542
1970,"Finlandia","FIN",63.719843058686
1971,"Finlandia","FIN",63.8066737722391
1972,"Finlandia","FIN",65.5308097898796
1973,"Finlandia","FIN",66.4198180587926
1974,"Finlandia","FIN",68.8921859545005
1975,"Finlandia","FIN",70.2612112806288
1976,"Finlandia","FIN",66.9081232907088
1977,"Finlandia","FIN",64.6405485518374
1978,"Finlandia","FIN",62.914020351021
1979,"Finlandia","FIN",65.6349126848977
1980,"Finlandia","FIN",69.703826280774
1981,"Finlandia","FIN",69.6533138142135
1982,"Finlandia","FIN",73.5878123930161
1983,"Finlandia","FIN",72.7634458518469
1984,"Finlandia","FIN",70.1022571392942
1985,"Finlandia","FIN",70.096599339854
1986,"Finlandia","FIN",69.781388478582
1987,"Finlandia","FIN",70.5989058450907
1988,"Finlandia","FIN",71.5054513007835
1989,"Finlandia","FIN",73.4900424420503
1990,"Finlandia","FIN",72.6948245092207
1991,"Finlandia","FIN",69.0405009912697
1992,"Finlandia","FIN",65.0364289587886
1993,"Finlandia","FIN",63.4077635812254
1994,"Finlandia","FIN",63.8995039864583
1995,"Finlandia","FIN",65.4003940201547
1996,"Finlandia","FIN",65.9130224362088
1997,"Finlandia","FIN",67.6847246607321
1998,"Finlandia","FIN",68.988713041377
1999,"Finlandia","FIN",69.5149711579272
2000,"Finlandia","FIN",71.2405389575238
2001,"Finlandia","FIN",72.9797985511438
2002,"Finlandia","FIN",73.4585586022354
2003,"Finlandia","FIN",73.3856881045418
2004,"Finlandia","FIN",74.0082538634771
2005,"Finlandia","FIN",74.0860621492408
2006,"Finlandia","FIN",75.5809237224259
2007,"Finlandia","FIN",78.5798711188619
2008,"Finlandia","FIN",79.8191101315064
2009,"Finlandia","FIN",75.666447125891
2010,"Finlandia","FIN",76.3496409829139
2011,"Finlandia","FIN",77.3668847508807
2012,"Finlandia","FIN",74.8184307655673
2013,"Finlandia","FIN",73.2280832825433
2014,"Finlandia","FIN",71.3417466707959
2015,"Finlandia","FIN",70.0424026924759
2016,"Finlandia","FIN",70.2423842308781
2017,"Finlandia","FIN",71.0389629344768
2018,"Finlandia","FIN",70.2934555304836
2019,"Finlandia","FIN",69.8214112860615
2020,"Finlandia","FIN",70.6019866930133
2021,"Finlandia","FIN",68.8648677472658
2022,"Finlandia","FIN",68.6280064702495
1900,"Francia","FRA",57.0321541910571
1901,"Francia","FRA",51.3661737520745
1902,"Francia","FRA",50.9314126713393
1903,"Francia","FRA",50.4733738134339
1904,"Francia","FRA",52.3797198652246
1905,"Francia","FRA",50.5737539210282
1906,"Francia","FRA",47.0034767542908
1907,"Francia","FRA",49.1832406348839
1908,"Francia","FRA",54.0776842570465
1909,"Francia","FRA",51.5200971706603
1910,"Francia","FRA",49.0412634218408
1911,"Francia","FRA",53.2052065616946
1912,"Francia","FRA",56.1415562137052
1913,"Francia","FRA",54.9566364546375
1914,"Francia","FRA",56.7039256284311
1915,"Francia","FRA",56.49170817685
1916,"Francia","FRA",53.9994842709663
1917,"Francia","FRA",48.6023348314352
1918,"Francia","FRA",36.4710961497142
1919,"Francia","FRA",42.8812844302867
1920,"Francia","FRA",50.6651918692511
1921,"Francia","FRA",50.6569564998263
1922,"Francia","FRA",57.4841525532758
1923,"Francia","FRA",54.0499383123917
1924,"Francia","FRA",59.8649395369479
1925,"Francia","FRA",59.5617559188105
1926,"Francia","FRA",58.1484807132546
1927,"Francia","FRA",57.4121709808258
1928,"Francia","FRA",61.6798311539678
1929,"Francia","FRA",62.806191971694
1930,"Francia","FRA",67.5456952536222
1931,"Francia","FRA",67.9793060570076
1932,"Francia","FRA",75.3057300174067
1933,"Francia","FRA",83.9564053750546
1934,"Francia","FRA",77.0962177006024
1935,"Francia","FRA",67.277229177664
1936,"Francia","FRA",64.0139297233227
1937,"Francia","FRA",63.3194984206835
1938,"Francia","FRA",67.6316707541795
1939,"Francia","FRA",68.3886272190318
1940,"Francia","FRA",53.6688790251498
1941,"Francia","FRA",38.9127403719174
1942,"Francia","FRA",31.9572587203222
1943,"Francia","FRA",28.4045996498022
1944,"Francia","FRA",22.7126636362586
1945,"Francia","FRA",24.888406106206
1946,"Francia","FRA",41.4573378225898
1947,"Francia","FRA",46.0886577206921
1948,"Francia","FRA",47.5219878516419
1949,"Francia","FRA",55.534142086258
1950,"Francia","FRA",54.238845144357
1951,"Francia","FRA",53.984496124031
1952,"Francia","FRA",53.9345657990756
1953,"Francia","FRA",53.555594963646
1954,"Francia","FRA",57.0978682170543
1955,"Francia","FRA",56.8854346574554
1956,"Francia","FRA",59.0791515778582
1957,"Francia","FRA",61.9269217511203
1958,"Francia","FRA",64.4812935205948
1959,"Francia","FRA",62.145251396648
1960,"Francia","FRA",65.3043141164091
1961,"Francia","FRA",67.6863823933975
1962,"Francia","FRA",67.764544688027
1963,"Francia","FRA",68.3099313313518
1964,"Francia","FRA",69.0422396856582
1965,"Francia","FRA",68.2982702197288
1966,"Francia","FRA",67.5262994362821
1967,"Francia","FRA",69.1358024691358
1968,"Francia","FRA",69.0768646321388
1969,"Francia","FRA",71.7172969621823
1970,"Francia","FRA",75.9120126888722
1971,"Francia","FRA",77.4001803722227
1972,"Francia","FRA",76.9221688832927
1973,"Francia","FRA",76.8400872114879
1974,"Francia","FRA",79.5176139389789
1975,"Francia","FRA",79.5692710741254
1976,"Francia","FRA",79.3295882918176
1977,"Francia","FRA",79.2007428306132
1978,"Francia","FRA",77.5046097111248
1979,"Francia","FRA",77.885739089786
1980,"Francia","FRA",79.4873526729931
1981,"Francia","FRA",78.7030875698696
1982,"Francia","FRA",82.5744608010955
1983,"Francia","FRA",80.5756349890576
1984,"Francia","FRA",76.440329218107
1985,"Francia","FRA",74.9629046422191
1986,"Francia","FRA",74.5583456425406
1987,"Francia","FRA",74.1606680103657
1988,"Francia","FRA",74.6256587569361
1989,"Francia","FRA",75.024485798237
1990,"Francia","FRA",76.0613271321183
1991,"Francia","FRA",77.5951532023052
1992,"Francia","FRA",76.8517031155071
1993,"Francia","FRA",75.039746643741
1994,"Francia","FRA",74.4911196533186
1995,"Francia","FRA",74.6849378165001
1996,"Francia","FRA",73.5823323574215
1997,"Francia","FRA",72.7225885337038
1998,"Francia","FRA",72.7213187129431
1999,"Francia","FRA",72.4262411519518
2000,"Francia","FRA",72.8094384251599
2001,"Francia","FRA",73.9354170594755
2002,"Francia","FRA",73.8178274226822
2003,"Francia","FRA",72.7173195855413
2004,"Francia","FRA",72.3692674226595
2005,"Francia","FRA",71.4845136910274
2006,"Francia","FRA",71.6305405983908
2007,"Francia","FRA",72.3858981667326
2008,"Francia","FRA",73.120330861104
2009,"Francia","FRA",73.3390624297549
2010,"Francia","FRA",73.2473831304601
2011,"Francia","FRA",73.8621036738802
2012,"Francia","FRA",72.5701472397508
2013,"Francia","FRA",72.0209189391109
2014,"Francia","FRA",70.7010684422422
2015,"Francia","FRA",70.0252894982031
2016,"Francia","FRA",70.0254644911817
2017,"Francia","FRA",70.1658307851735
2018,"Francia","FRA",69.6053143897403
2019,"Francia","FRA",69.3818156207265
2020,"Francia","FRA",66.2432993157556
2021,"Francia","FRA",66.5353896841361
2022,"Francia","FRA",66.8790393075942
1900,"Reino Unido","GBR",94.4812781254118
1901,"Reino Unido","GBR",85.6977051987995
1902,"Reino Unido","GBR",87.9180049164992
1903,"Reino Unido","GBR",83.678657848906
1904,"Reino Unido","GBR",86.0490990734353
1905,"Reino Unido","GBR",83.3540539912372
1906,"Reino Unido","GBR",77.9750705823686
1907,"Reino Unido","GBR",78.9404076802233
1908,"Reino Unido","GBR",83.1218793246444
1909,"Reino Unido","GBR",77.1270551344453
1910,"Reino Unido","GBR",80.088969760848
1911,"Reino Unido","GBR",80.876022483935
1912,"Reino Unido","GBR",79.7268234464936
1913,"Reino Unido","GBR",81.2428260243894
1914,"Reino Unido","GBR",89.3872856310146
1915,"Reino Unido","GBR",94.2692422136
1916,"Reino Unido","GBR",85.1274478489038
1917,"Reino Unido","GBR",88.6982374293146
1918,"Reino Unido","GBR",82.4157003854501
1919,"Reino Unido","GBR",72.776649875548
1920,"Reino Unido","GBR",69.1130737454383
1921,"Reino Unido","GBR",70.2024175773965
1922,"Reino Unido","GBR",73.8382640808587
1923,"Reino Unido","GBR",68.5288907045648
1924,"Reino Unido","GBR",70.4970103179431
1925,"Reino Unido","GBR",73.5351357895389
1926,"Reino Unido","GBR",67.5494236308707
1927,"Reino Unido","GBR",73.4626057316956
1928,"Reino Unido","GBR",74.569457486016
1929,"Reino Unido","GBR",73.3798502897842
1930,"Reino Unido","GBR",81.0941050574011
1931,"Reino Unido","GBR",82.4693403357862
1932,"Reino Unido","GBR",97.917734197883
1933,"Reino Unido","GBR",104.507521919429
1934,"Reino Unido","GBR",103.137247833835
1935,"Reino Unido","GBR",95.4875950435015
1936,"Reino Unido","GBR",91.0294166945106
1937,"Reino Unido","GBR",87.746021930564
1938,"Reino Unido","GBR",94.8876425751855
1939,"Reino Unido","GBR",89.3527849346041
1940,"Reino Unido","GBR",91.0280164499203
1941,"Reino Unido","GBR",87.9926700181052
