"anio","pais","iso3","pbi_per_capita_ppa_porcentaje_argentina"
2014,"Reino Unido","GBR",189.939008497107
2015,"Reino Unido","GBR",189.421597784843
2016,"Reino Unido","GBR",197.796026490066
2017,"Reino Unido","GBR",196.776277341657
2018,"Reino Unido","GBR",205.09430839851
2019,"Reino Unido","GBR",213.601430704434
2020,"Reino Unido","GBR",212.128977400812
2021,"Reino Unido","GBR",207.596817649036
2022,"Reino Unido","GBR",206.395374588878
1900,"Grecia","GRC",43.0285838970107
1901,"Grecia","GRC",41.167501633631
1902,"Grecia","GRC",55.9455091202955
1903,"Grecia","GRC",49.6330467603271
1904,"Grecia","GRC",49.1152182461659
1905,"Grecia","GRC",46.1677186654644
1906,"Grecia","GRC",45.114122681883
1907,"Grecia","GRC",46.5179542981502
1908,"Grecia","GRC",43.7467833247555
1909,"Grecia","GRC",44.1146540027137
1910,"Grecia","GRC",42.5476034143139
1911,"Grecia","GRC",54.1115391056774
1912,"Grecia","GRC",50.3776313675076
1913,"Grecia","GRC",30.9980171844018
1914,"Grecia","GRC",45.4873646209386
1915,"Grecia","GRC",35.2349642235544
1916,"Grecia","GRC",31.4390095392734
1917,"Grecia","GRC",30.4025185518327
1918,"Grecia","GRC",44.0216341510527
1919,"Grecia","GRC",38.5315879339784
1920,"Grecia","GRC",41.257225433526
1921,"Grecia","GRC",55.2503162841135
1922,"Grecia","GRC",53.9855072463768
1923,"Grecia","GRC",51.0059552551103
1924,"Grecia","GRC",50.727103960396
1925,"Grecia","GRC",54.602209060349
1926,"Grecia","GRC",54.5868677348413
1927,"Grecia","GRC",53.4188679245283
1928,"Grecia","GRC",52.0614035087719
1929,"Grecia","GRC",53.6273523918977
1930,"Grecia","GRC",55.3436875288328
1931,"Grecia","GRC",57.4953523745141
1932,"Grecia","GRC",64.9982187388671
1933,"Grecia","GRC",66.1469161469161
1934,"Grecia","GRC",62.8813835862294
1935,"Grecia","GRC",62.7858958068615
1936,"Grecia","GRC",62.7485567671584
1937,"Grecia","GRC",67.1330798479087
1938,"Grecia","GRC",65.7371745493761
1939,"Grecia","GRC",63.5964912280702
1940,"Grecia","GRC",53.4147444595206
1941,"Grecia","GRC",43.5359277073313
1942,"Grecia","GRC",36.857519402548
1943,"Grecia","GRC",31.7281728172817
1944,"Grecia","GRC",24.3732018084669
1945,"Grecia","GRC",21.5324787555812
1946,"Grecia","GRC",29.7068316299086
1947,"Grecia","GRC",34.6400394477318
1948,"Grecia","GRC",34.2331581462016
1949,"Grecia","GRC",37.0292106898695
1950,"Grecia","GRC",38.3947666373129
1951,"Grecia","GRC",40.6505070492209
1952,"Grecia","GRC",43.5164250565235
1953,"Grecia","GRC",47.3806152658
1954,"Grecia","GRC",47.3544973544974
1955,"Grecia","GRC",47.9995208433158
1956,"Grecia","GRC",51.198955365622
1957,"Grecia","GRC",52.3492245835727
1958,"Grecia","GRC",51.9982384674667
1959,"Grecia","GRC",58.0081398132631
1960,"Grecia","GRC",56.5963209570026
1961,"Grecia","GRC",57.8767123287671
1962,"Grecia","GRC",61.6311194607139
1963,"Grecia","GRC",70.4082806210466
1964,"Grecia","GRC",69.8814312936693
1965,"Grecia","GRC",70.7730182176268
1966,"Grecia","GRC",75.1290194521636
1967,"Grecia","GRC",77.3725490196078
1968,"Grecia","GRC",80.0572246065808
1969,"Grecia","GRC",81.9381296246768
1970,"Grecia","GRC",85.0588538534238
1971,"Grecia","GRC",87.9696742481046
1972,"Grecia","GRC",96.9186524239934
1973,"Grecia","GRC",96.1468757387125
1974,"Grecia","GRC",88.1963264077085
1975,"Grecia","GRC",95.0795612544415
1976,"Grecia","GRC",101.756458727158
1977,"Grecia","GRC",99.4106980961015
1978,"Grecia","GRC",111.378977820636
1979,"Grecia","GRC",108.227848101266
1980,"Grecia","GRC",109.327217125382
1981,"Grecia","GRC",116.948453608247
1982,"Grecia","GRC",122.536796536797
1983,"Grecia","GRC",120.016985138004
1984,"Grecia","GRC",122.10019430599
1985,"Grecia","GRC",136.30105553006
1986,"Grecia","GRC",130.673035171515
1987,"Grecia","GRC",128.46213358549
1988,"Grecia","GRC",138.705087157595
1989,"Grecia","GRC",155.075531607813
1990,"Grecia","GRC",155.685586112737
1991,"Grecia","GRC",146.201994614515
1992,"Grecia","GRC",134.880989837599
1993,"Grecia","GRC",126.336923632987
1994,"Grecia","GRC",123.232042409329
1995,"Grecia","GRC",131.041948890506
1996,"Grecia","GRC",129.196240168763
1997,"Grecia","GRC",126.256486528719
1998,"Grecia","GRC",127.609394470726
1999,"Grecia","GRC",137.71978576147
2000,"Grecia","GRC",145.907268126163
2001,"Grecia","GRC",160.517346898513
2002,"Grecia","GRC",189.288045545813
2003,"Grecia","GRC",186.26997159111
2004,"Grecia","GRC",181.766733889124
2005,"Grecia","GRC",170.042081451527
2006,"Grecia","GRC",168.164430124987
2007,"Grecia","GRC",161.094381866192
2008,"Grecia","GRC",156.087745078134
2009,"Grecia","GRC",160.655181902956
2010,"Grecia","GRC",139.712732727226
2011,"Grecia","GRC",121.726740988852
2012,"Grecia","GRC",115.786519720394
2013,"Grecia","GRC",111.296734262567
2014,"Grecia","GRC",116.478131679091
2015,"Grecia","GRC",115.075376884422
2016,"Grecia","GRC",119.597350993377
2017,"Grecia","GRC",119.573116832607
2018,"Grecia","GRC",126.375736272911
2019,"Grecia","GRC",132.902556683526
2020,"Grecia","GRC",135.643502426828
2021,"Grecia","GRC",134.675980813267
2022,"Grecia","GRC",140.135445229383
1900,"India","IND",20.8378791184813
1901,"India","IND",21.1065127423219
1902,"India","IND",24.1052874624798
1903,"India","IND",22.0591318934787
1904,"India","IND",20.6449075894613
1905,"India","IND",18.4851217312894
1906,"India","IND",18.669757489301
1907,"India","IND",17.7548059484947
1908,"India","IND",16.932578486876
1909,"India","IND",18.9280868385346
1910,"India","IND",18.2370321733421
1911,"India","IND",18.4391224250544
1912,"India","IND",17.6442230435481
1913,"India","IND",17.729676140119
1914,"India","IND",21.4706441193236
1915,"India","IND",21.2918197640688
1916,"India","IND",22.9754414450984
1917,"India","IND",24.9831346975489
1918,"India","IND",18.6980876955766
1919,"India","IND",20.8689053310567
1920,"India","IND",18.2803468208092
1921,"India","IND",19.5553949033074
1922,"India","IND",19.271911663216
1923,"India","IND",17.2219539674875
1924,"India","IND",17.1875
1925,"India","IND",17.8165519449336
1926,"India","IND",17.8605089538172
1927,"India","IND",16.9811320754717
1928,"India","IND",16.4473684210526
1929,"India","IND",16.6642723746588
1930,"India","IND",17.7917884053514
1931,"India","IND",19.148217001859
1932,"India","IND",20.1282508015675
1933,"India","IND",19.3347193347193
1934,"India","IND",18.1269375101974
1935,"India","IND",17.2172808132147
1936,"India","IND",17.8159076330981
1937,"India","IND",16.3954372623574
1938,"India","IND",16.407333230627
1939,"India","IND",16.2431941923775
1940,"India","IND",16.4782149856777
1941,"India","IND",16.0472234368168
1942,"India","IND",15.8441938790452
1943,"India","IND",16.6966696669667
1944,"India","IND",14.9198520345253
1945,"India","IND",15.2383695808728
1946,"India","IND",13.3270575578268
1947,"India","IND",12.1425049309665
1948,"India","IND",11.741519350215
1949,"India","IND",12.3679303915475
1950,"India","IND",12.4166561831677
1951,"India","IND",12.2804847885234
1952,"India","IND",13.3395398324245
1953,"India","IND",13.4766379199382
1954,"India","IND",13.4920634920635
1955,"India","IND",12.9132726401533
1956,"India","IND",13.2597340930674
1957,"India","IND",12.4526134405514
1958,"India","IND",12.561928878124
1959,"India","IND",13.6820684701939
1960,"India","IND",13.5424895609976
1961,"India","IND",12.9280821917808
1962,"India","IND",13.3495413857885
1963,"India","IND",14.2840713053479
1964,"India","IND",13.8577175524031
1965,"India","IND",12.1024126046283
1966,"India","IND",12.0583564906709
1967,"India","IND",12.6078431372549
1968,"India","IND",12.3032904148784
1969,"India","IND",12.008558438085
1970,"India","IND",11.8910559326403
1971,"India","IND",11.3638257102391
1972,"India","IND",10.9202958093673
1973,"India","IND",10.7162556142148
1974,"India","IND",10.1174345076784
1975,"India","IND",11.0458828981925
1976,"India","IND",11.1609955891619
1977,"India","IND",11.2873980054397
1978,"India","IND",12.3754419800707
1979,"India","IND",10.8815006862895
1980,"India","IND",11.4296636085627
1981,"India","IND",12.8412371134021
1982,"India","IND",13.5930735930736
1983,"India","IND",14.1231422505308
1984,"India","IND",14.2772661992059
1985,"India","IND",15.7870582836163
1986,"India","IND",15.2409900130265
1987,"India","IND",15.413049084501
1988,"India","IND",17.2358591248666
1989,"India","IND",19.4746463966131
1990,"India","IND",20.3530329627462
1991,"India","IND",18.3741359301449
1992,"India","IND",17.2433604770413
1993,"India","IND",16.8365616616142
1994,"India","IND",16.6151043669655
1995,"India","IND",18.0036424525596
1996,"India","IND",18.0497784811672
1997,"India","IND",17.0758824258584
1998,"India","IND",17.1986598545152
1999,"India","IND",18.5743708888274
2000,"India","IND",19.1599727090582
2001,"India","IND",20.7871336303348
2002,"India","IND",23.7368958626051
2003,"India","IND",23.195228151531
2004,"India","IND",22.6500743126304
2005,"India","IND",22.1364306467066
2006,"India","IND",22.0091379300883
2007,"India","IND",21.6337535661386
2008,"India","IND",21.7634351999853
2009,"India","IND",24.6448945098925
2010,"India","IND",23.8448232624582
2011,"India","IND",23.8364245363196
2012,"India","IND",25.1645492116945
2013,"India","IND",26.0252604035626
2014,"India","IND",28.4522754522233
2015,"India","IND",29.7097733565788
2016,"India","IND",32.4503311258278
2017,"India","IND",33.5875470850915
2018,"India","IND",36.680092878028
2019,"India","IND",38.8656448469875
2020,"India","IND",40.6372148979432
2021,"India","IND",40.1043945559146
2022,"India","IND",41.1059850871481
1900,"Italia","ITA",71.2197250709143
1901,"Italia","ITA",72.2500544543672
1902,"Italia","ITA",77.8342184253059
1903,"Italia","ITA",71.3357097924093
1904,"Italia","ITA",68.0495477782147
1905,"Italia","ITA",63.6970243462579
1906,"Italia","ITA",65.1212553495007
1907,"Italia","ITA",67.392092854552
1908,"Italia","ITA",65.1055069480185
1909,"Italia","ITA",64.8914518317503
1910,"Italia","ITA",62.8529218647406
1911,"Italia","ITA",64.8132641098643
1912,"Italia","ITA",62.2690020890246
1913,"Italia","ITA",67.0356906807667
1914,"Italia","ITA",72.8671860155805
1915,"Italia","ITA",70.4312512086637
1916,"Italia","ITA",80.008118530546
1917,"Italia","ITA",88.9363615920846
1918,"Italia","ITA",74.483291481553
1919,"Italia","ITA",70.2143805729463
1920,"Italia","ITA",68.4429190751445
1921,"Italia","ITA",66.1485631664558
1922,"Italia","ITA",67.7708764665286
1923,"Italia","ITA",68.3727667793337
1924,"Italia","ITA",66.8935643564356
1925,"Italia","ITA",73.3151912918201
1926,"Italia","ITA",71.8818724473767
1927,"Italia","ITA",67.2301886792453
1928,"Italia","ITA",68.6111111111111
1929,"Italia","ITA",70.234161758368
1930,"Italia","ITA",71.2132861756113
1931,"Italia","ITA",76.6942707453101
1932,"Italia","ITA",81.9736373352333
1933,"Italia","ITA",78.2051282051282
1934,"Italia","ITA",72.8666992984174
1935,"Italia","ITA",74.1740787801779
1936,"Italia","ITA",71.6966003848621
1937,"Italia","ITA",74.2053231939164
1938,"Italia","ITA",76.7370204899091
1939,"Italia","ITA",79.340592861464
1940,"Italia","ITA",76.8732097090306
1941,"Italia","ITA",72.3946946509255
1942,"Italia","ITA",68.2530385122273
1943,"Italia","ITA",58.970897089709
1944,"Italia","ITA",43.3210028771065
1945,"Italia","ITA",40.7748811752845
1946,"Italia","ITA",51.1699838622916
1947,"Italia","ITA",55.4487179487179
1948,"Italia","ITA",57.5011944577162
1949,"Italia","ITA",64.4872591671846
1950,"Italia","ITA",70.2226695181784
1951,"Italia","ITA",73.6829087311402
1952,"Italia","ITA",84.7320122356696
1953,"Italia","ITA",87.3986356030377
1954,"Italia","ITA",89.3424036281179
1955,"Italia","ITA",89.2788691902252
1956,"Italia","ITA",91.9396961063628
1957,"Italia","ITA",93.7162550258472
1958,"Italia","ITA",94.0658372784322
1959,"Italia","ITA",107.864496049797
1960,"Italia","ITA",106.421397133506
1961,"Italia","ITA",108.71147260274
1962,"Italia","ITA",120.256381920654
1963,"Italia","ITA",133.133985048879
1964,"Italia","ITA",126.339191192039
1965,"Italia","ITA",119.261447562777
1966,"Italia","ITA",125.635172687574
1967,"Italia","ITA",132.117647058824
1968,"Italia","ITA",138.416785884597
1969,"Italia","ITA",135.936524917536
1970,"Italia","ITA",133.104218575479
1971,"Italia","ITA",130.659001916188
1972,"Italia","ITA",131.758422350041
1973,"Italia","ITA",133.559215191868
1974,"Italia","ITA",132.542908762421
1975,"Italia","ITA",132.264792213811
1976,"Italia","ITA",142.934782608696
1977,"Italia","ITA",140.518283469326
1978,"Italia","ITA",154.532304725169
1979,"Italia","ITA",154.605764831478
1980,"Italia","ITA",160.237003058104
1981,"Italia","ITA",173.534020618557
1982,"Italia","ITA",182.883116883117
1983,"Italia","ITA",181.273885350318
1984,"Italia","ITA",184.742755765819
1985,"Italia","ITA",206.232216613125
1986,"Italia","ITA",200.660008684325
1987,"Italia","ITA",204.796699045818
1988,"Italia","ITA",220.055140519388
1989,"Italia","ITA",244.914846531319
1990,"Italia","ITA",253.588843378194
1991,"Italia","ITA",236.728433476073
1992,"Italia","ITA",219.780118499687
1993,"Italia","ITA",208.113449001489
1994,"Italia","ITA",203.872112907633
1995,"Italia","ITA",219.060617792645
1996,"Italia","ITA",213.130092488642
1997,"Italia","ITA",203.500783073616
1998,"Italia","ITA",201.828740253684
1999,"Italia","ITA",214.987254755616
2000,"Italia","ITA",227.692326768889
2001,"Italia","ITA",245.469381523901
2002,"Italia","ITA",279.294654345766
2003,"Italia","ITA",259.140702886598
2004,"Italia","ITA",243.048581933706
2005,"Italia","ITA",227.266485231368
2006,"Italia","ITA",216.572338000244
2007,"Italia","ITA",202.944610928085
2008,"Italia","ITA",194.073159835405
2009,"Italia","ITA",196.521860607308
2010,"Italia","ITA",183.171512608782
2011,"Italia","ITA",175.728640703894
2012,"Italia","ITA",173.825195163019
2013,"Italia","ITA",166.527449303075
2014,"Italia","ITA",171.135901579524
2015,"Italia","ITA",169.818480155881
2016,"Italia","ITA",177.054304635762
2017,"Italia","ITA",177.217352026273
2018,"Italia","ITA",185.187856767225
2019,"Italia","ITA",192.165933686642
2020,"Italia","ITA",196.648248801935
2021,"Italia","ITA",193.234329092273
2022,"Italia","ITA",193.54410259212
1900,"Japón","JPN",46.3288371850316
1901,"Japón","JPN",47.0815690324548
1902,"Japón","JPN",46.4734947790349
1903,"Japón","JPN",46.2124477775215
1904,"Japón","JPN",42.8429229591034
1905,"Japón","JPN",38.0748606757439
1906,"Japón","JPN",41.5295517876248
1907,"Japón","JPN",42.7678724521219
1908,"Japón","JPN",40.4343386731858
1909,"Japón","JPN",39.5726126585821
1910,"Japón","JPN",38.0330910389035
1911,"Japón","JPN",40.1905002731536
1912,"Japón","JPN",38.8833278180942
1913,"Japón","JPN",40.1623437219101
1914,"Japón","JPN",44.7996190072202
1915,"Japón","JPN",48.5798647048927
1916,"Japón","JPN",57.4241342630404
1917,"Japón","JPN",66.1260589577243
1918,"Japón","JPN",57.4365076608074
1919,"Japón","JPN",61.07579967786
1920,"Japón","JPN",53.7204169850072
1921,"Japón","JPN",58.6364015942527
1922,"Japón","JPN",55.9667024875776
1923,"Japón","JPN",52.2058551656205
1924,"Japón","JPN",51.3050308352413
1925,"Japón","JPN",54.6558982758124
1926,"Japón","JPN",52.757451094722
1927,"Japón","JPN",50.519127288
1928,"Japón","JPN",51.9607557298246
1929,"Japón","JPN",52.6517265614136
1930,"Japón","JPN",51.2703088380747
1931,"Japón","JPN",56.1232156817644
1932,"Japón","JPN",62.8658329638404
1933,"Japón","JPN",65.6064056288981
1934,"Japón","JPN",61.2773345115027
1935,"Japón","JPN",60.7576714769695
1936,"Japón","JPN",63.9118919369788
1937,"Japón","JPN",61.9760041555894
1938,"Japón","JPN",65.5806670172547
1939,"Japón","JPN",72.6524926057169
1940,"Japón","JPN",73.6076967860697
1941,"Japón","JPN",72.6751202448623
1942,"Japón","JPN",72.3171767462293
1943,"Japón","JPN",72.3919891989199
1944,"Japón","JPN",65.9831483764899
1945,"Japón","JPN",52.969465648855
1946,"Japón","JPN",37.2696342119419
1947,"Japón","JPN",33.4190088757396
1948,"Japón","JPN",34.1284042044912
1949,"Japón","JPN",35.6341827221877
1950,"Japón","JPN",38.5205686249843
1951,"Japón","JPN",41.911946574326
1952,"Japón","JPN",49.5278627477058
1953,"Japón","JPN",50.7658643326039
1954,"Japón","JPN",51.8518518518519
1955,"Japón","JPN",52.9108768567322
1956,"Japón","JPN",55.7811016144349
1957,"Japón","JPN",57.4267662263067
1958,"Japón","JPN",57.7232192007046
1959,"Japón","JPN",67.8118266698587
1960,"Japón","JPN",71.7074822254825
1961,"Japón","JPN",75.5029965753425
1962,"Japón","JPN",84.1418941319483
1963,"Japón","JPN",94.0310523289247
1964,"Japón","JPN",95.648951937328
1965,"Japón","JPN",93.1462333825702
1966,"Japón","JPN",102.917824533545
1967,"Japón","JPN",111.764705882353
1968,"Japón","JPN",121.36385312351
1969,"Japón","JPN",126.103236159401
1970,"Japón","JPN",133.035484148123
1971,"Japón","JPN",133.333333333333
1972,"Japón","JPN",140.591618734593
1973,"Japón","JPN",143.613584429911
1974,"Japón","JPN",133.732309545318
1975,"Japón","JPN",139.672485709872
1976,"Japón","JPN",146.502835538752
1977,"Japón","JPN",145.285584768812
1978,"Japón","JPN",161.20218579235
1979,"Japón","JPN",159.996949824615
1980,"Japón","JPN",163.639143730887
1981,"Japón","JPN",180.816494845361
1982,"Japón","JPN",194.285714285714
1983,"Japón","JPN",193.673036093418
1984,"Japón","JPN",198.935541099941
1985,"Japón","JPN",224.295548416705
1986,"Japón","JPN",217.038645245332
1987,"Japón","JPN",222.676867532021
1988,"Japón","JPN",243.623265741729
1989,"Japón","JPN",275.194842682575
1990,"Japón","JPN",292.071386775892
1991,"Japón","JPN",274.745838805303
1992,"Japón","JPN",252.527948238751
1993,"Japón","JPN",239.198193126023
1994,"Japón","JPN",229.419768149467
1995,"Japón","JPN",243.674070096122
1996,"Japón","JPN",239.034750349599
1997,"Japón","JPN",224.404588251047
1998,"Japón","JPN",214.39664945718
1999,"Japón","JPN",222.217644460583
2000,"Japón","JPN",231.129098521878
2001,"Japón","JPN",243.527969279545
2002,"Japón","JPN",274.460718866645
2003,"Japón","JPN",256.865042445396
2004,"Japón","JPN",241.930566224404
2005,"Japón","JPN",227.172828817278
2006,"Japón","JPN",214.263786407261
2007,"Japón","JPN",200.60823997178
2008,"Japón","JPN",191.661148172949
2009,"Japón","JPN",193.8372551529
2010,"Japón","JPN",184.464793502766
2011,"Japón","JPN",174.868769684547
2012,"Japón","JPN",181.539874483392
2013,"Japón","JPN",182.931615760076
2014,"Japón","JPN",190.465516342595
2015,"Japón","JPN",189.883088913958
2016,"Japón","JPN",198.490066225166
2017,"Japón","JPN",200.067963238256
2018,"Japón","JPN",208.412425564498
2019,"Japón","JPN",214.392254695605
2020,"Japón","JPN",230.81510475199
2021,"Japón","JPN",215.837295179625
2022,"Japón","JPN",210.437781672092
1900,"Sri Lanka","LKA",44.8614444686886
1901,"Sri Lanka","LKA",41.385319102592
1902,"Sri Lanka","LKA",43.2463634264604
1903,"Sri Lanka","LKA",40.9519815474942
1904,"Sri Lanka","LKA",38.0849390483681
1905,"Sri Lanka","LKA",33.8863841298467
1906,"Sri Lanka","LKA",33.8266761768902
1907,"Sri Lanka","LKA",35.6365614798694
1908,"Sri Lanka","LKA",33.3848001372448
1909,"Sri Lanka","LKA",31.1736770691995
1910,"Sri Lanka","LKA",31.6152330925804
1911,"Sri Lanka","LKA",30.9663372969352
1912,"Sri Lanka","LKA",29.6320102844287
1913,"Sri Lanka","LKA",32.5016523463318
1914,"Sri Lanka","LKA",36.6520995629869
1915,"Sri Lanka","LKA",35.022239412106
1916,"Sri Lanka","LKA",37.9541303024153
1917,"Sri Lanka","LKA",43.6474027434225
1918,"Sri Lanka","LKA",34.0931041143519
1919,"Sri Lanka","LKA",35.2684500094859
1920,"Sri Lanka","LKA",31.4486994219653
1921,"Sri Lanka","LKA",30.5078619193927
1922,"Sri Lanka","LKA",29.8654244306418
1923,"Sri Lanka","LKA",27.3458876549171
1924,"Sri Lanka","LKA",27.8155940594059
1925,"Sri Lanka","LKA",30.2865375380182
1926,"Sri Lanka","LKA",31.6996544140748
1927,"Sri Lanka","LKA",30.3396226415094
1928,"Sri Lanka","LKA",29.2982456140351
1929,"Sri Lanka","LKA",30.5990518603649
1930,"Sri Lanka","LKA",31.0010764262648
1931,"Sri Lanka","LKA",32.4150752070306
1932,"Sri Lanka","LKA",32.401140007125
1933,"Sri Lanka","LKA",31.7567567567568
1934,"Sri Lanka","LKA",32.7622776961984
1935,"Sri Lanka","LKA",29.9714104193139
1936,"Sri Lanka","LKA",30.035279025016
1937,"Sri Lanka","LKA",30.2357414448669
1938,"Sri Lanka","LKA",30.0878138961639
1939,"Sri Lanka","LKA",28.5843920145191
1940,"Sri Lanka","LKA",30.0618121513644
1941,"Sri Lanka","LKA",29.6749744935141
1942,"Sri Lanka","LKA",30.8829989749597
1943,"Sri Lanka","LKA",30.7080708070807
1944,"Sri Lanka","LKA",25.1952322235923
1945,"Sri Lanka","LKA",25.6229295693504
1946,"Sri Lanka","LKA",22.512103281334
1947,"Sri Lanka","LKA",21.0798816568047
1948,"Sri Lanka","LKA",22.0616340181558
1949,"Sri Lanka","LKA",23.7538844002486
1950,"Sri Lanka","LKA",25.1226569379796
1951,"Sri Lanka","LKA",25.488498639624
1952,"Sri Lanka","LKA",27.8361484239926
1953,"Sri Lanka","LKA",26.6572274423993
1954,"Sri Lanka","LKA",26.0267069790879
1955,"Sri Lanka","LKA",25.5270723526593
1956,"Sri Lanka","LKA",24.8219373219373
1957,"Sri Lanka","LKA",23.7449741527858
1958,"Sri Lanka","LKA",22.8338654629528
1959,"Sri Lanka","LKA",24.5152022983002
1960,"Sri Lanka","LKA",23.2930820449159
1961,"Sri Lanka","LKA",21.9392123287671
1962,"Sri Lanka","LKA",22.8423030169079
1963,"Sri Lanka","LKA",23.6687751581369
1964,"Sri Lanka","LKA",22.2739784035571
1965,"Sri Lanka","LKA",20.8567208271787
1966,"Sri Lanka","LKA",20.3156014291385
1967,"Sri Lanka","LKA",21.3823529411765
1968,"Sri Lanka","LKA",21.8502622794468
1969,"Sri Lanka","LKA",20.7631273959169
1970,"Sri Lanka","LKA",20.5258183692757
1971,"Sri Lanka","LKA",19.3451637090727
1972,"Sri Lanka","LKA",19.1207888249795
1973,"Sri Lanka","LKA",18.7376881254432
1974,"Sri Lanka","LKA",18.2023486901536
1975,"Sri Lanka","LKA",18.8011741078325
1976,"Sri Lanka","LKA",19.4076874606175
1977,"Sri Lanka","LKA",19.5074040495618
1978,"Sri Lanka","LKA",21.648987463838
1979,"Sri Lanka","LKA",21.4656092725332
1980,"Sri Lanka","LKA",22.3012232415902
1981,"Sri Lanka","LKA",25.1463917525773
1982,"Sri Lanka","LKA",27.2813852813853
1983,"Sri Lanka","LKA",27.7537154989384
1984,"Sri Lanka","LKA",28.6136690039706
1985,"Sri Lanka","LKA",31.977971546581
1986,"Sri Lanka","LKA",31.3243595310465
1987,"Sri Lanka","LKA",30.8604831083985
1988,"Sri Lanka","LKA",32.3105656350053
1989,"Sri Lanka","LKA",35.3795824112383
1990,"Sri Lanka","LKA",37.6828554710357
1991,"Sri Lanka","LKA",37.5533470274133
1992,"Sri Lanka","LKA",32.778566698871
1993,"Sri Lanka","LKA",32.8544170818408
1994,"Sri Lanka","LKA",33.1640536477126
1995,"Sri Lanka","LKA",35.9336817688638
1996,"Sri Lanka","LKA",37.8244479520724
1997,"Sri Lanka","LKA",38.2304262545508
1998,"Sri Lanka","LKA",35.8240209295122
1999,"Sri Lanka","LKA",37.6497360540041
2000,"Sri Lanka","LKA",40.6508275907183
2001,"Sri Lanka","LKA",41.1732613641058
2002,"Sri Lanka","LKA",47.3039780711329
2003,"Sri Lanka","LKA",45.5632050392261
2004,"Sri Lanka","LKA",43.6569707031841
2005,"Sri Lanka","LKA",42.3040391021562
2006,"Sri Lanka","LKA",41.8668154411434
2007,"Sri Lanka","LKA",40.7090048201707
2008,"Sri Lanka","LKA",41.1570398521196
2009,"Sri Lanka","LKA",44.9919691470837
2010,"Sri Lanka","LKA",43.8340700660562
2011,"Sri Lanka","LKA",44.5833125031245
2012,"Sri Lanka","LKA",49.3800704117557
2013,"Sri Lanka","LKA",49.9572284003422
2014,"Sri Lanka","LKA",53.9123181984048
2015,"Sri Lanka","LKA",55.1892113629371
2016,"Sri Lanka","LKA",59.0675496688742
2017,"Sri Lanka","LKA",59.4666162657437
2018,"Sri Lanka","LKA",62.8511836337762
2019,"Sri Lanka","LKA",64.2376354719646
2020,"Sri Lanka","LKA",68.3157521378706
2021,"Sri Lanka","LKA",63.818255254423
2022,"Sri Lanka","LKA",56.002162867403
1900,"México","MEX",39.7556185904429
1901,"México","MEX",42.6268786756698
1902,"México","MEX",41.4684830293235
1903,"México","MEX",41.4762004613126
1904,"México","MEX",39.1663389697208
1905,"México","MEX",39.2605951307484
1906,"México","MEX",37.981455064194
1907,"México","MEX",40.4787812840044
1908,"México","MEX",37.793789672328
1909,"México","MEX",38.0597014925373
1910,"México","MEX",36.7695338148391
1911,"México","MEX",36.0073689499246
1912,"México","MEX",34.24393379399
1913,"México","MEX",33.1130204890945
1914,"México","MEX",38.1341440243207
1915,"México","MEX",38.2517888222781
1916,"México","MEX",43.2311751572965
1917,"México","MEX",49.9212952552282
1918,"México","MEX",44.5818041336682
1919,"México","MEX",45.5131853538228
1920,"México","MEX",46.0982658959538
1921,"México","MEX",45.9425266582324
1922,"México","MEX",44.2028985507246
1923,"México","MEX",41.9765008852406
1924,"México","MEX",39.0315594059406
1925,"México","MEX",42.2602849367697
1926,"México","MEX",43.2924913603519
1927,"México","MEX",39.0943396226415
1928,"México","MEX",37.5
1929,"México","MEX",34.8225829622181
1930,"México","MEX",34.3379978471475
1931,"México","MEX",38.3302349163427
1932,"México","MEX",33.6658354114713
1933,"México","MEX",35.8801108801109
1934,"México","MEX",35.5033447544461
1935,"México","MEX",36.5152477763659
1936,"México","MEX",39.1917896087235
1937,"México","MEX",37.7490494296578
1938,"México","MEX",38.1913418579572
1939,"México","MEX",38.8687235329704
1940,"México","MEX",38.5949042665461
1941,"México","MEX",39.906719137152
1942,"México","MEX",41.2505491287158
1943,"México","MEX",42.6642664266427
1944,"México","MEX",41.0741197424305
1945,"México","MEX",43.3386144318018
1946,"México","MEX",42.0118343195266
1947,"México","MEX",38.7697238658777
1948,"México","MEX",38.0793119923555
1949,"México","MEX",40.7209446861405
1950,"México","MEX",44.1564976726632
1951,"México","MEX",45.424189957952
1952,"México","MEX",49.2884692113313
1953,"México","MEX",46.3637533788132
1954,"México","MEX",48.5134794658604
1955,"México","MEX",48.6344034499281
1956,"México","MEX",50.0118708452042
1957,"México","MEX",50.5801263641585
1958,"México","MEX",49.5541120775074
1959,"México","MEX",53.8305003591094
1960,"México","MEX",53.3009818304932
1961,"México","MEX",51.4447773972603
1962,"México","MEX",53.9396618410874
1963,"México","MEX",58.8614146060955
1964,"México","MEX",58.8079610417108
1965,"México","MEX",56.494337764648
1966,"México","MEX",59.0512107979357
1967,"México","MEX",60.1176470588235
1968,"México","MEX",61.3447782546495
1969,"México","MEX",59.097797985201
1970,"México","MEX",59.051464902483
1971,"México","MEX",57.5856035991002
1972,"México","MEX",59.6220213640099
1973,"México","MEX",59.8613190449925
1974,"México","MEX",58.7247816922614
1975,"México","MEX",61.8801174107833
1976,"México","MEX",64.0437933207309
1977,"México","MEX",61.7784829253551
1978,"México","MEX",69.8328511732562
1979,"México","MEX",70.9699557724569
